X,Y,施設名,施設名かな,施設名（施,所在地,地区名,詳細情報,大分類,小分類,カテゴリ,アイコン番,施設ID
135.5275502,34.71289206,友善ちびっこ広場,ともぜんちびっこひろば,友善ちびっこ広場（ともぜんちびっこひろば）,都島区善源寺町2-6,都島区,詳細情報なし,公園・スポーツ,児童遊園・広場,公園・スポーツ/児童遊園・広場,157,3070
135.5293639,34.71201886,榎並川第1児童遊園,えなみがわだいいちじどうゆうえん,榎並川第1児童遊園（えなみがわだいいちじどうゆうえん）,都島区都島北通1-23,都島区,詳細情報なし,公園・スポーツ,児童遊園・広場,公園・スポーツ/児童遊園・広場,157,3071
135.5203062,34.714778,毛馬公園,けまこうえん,毛馬公園（けまこうえん）,北区長柄東1・2,北区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,1145
135.522258,34.71531114,毛馬桜之宮公園,けまさくらのみやこうえん,毛馬桜之宮公園（けまさくらのみやこうえん）,都島区網島町1〜友渕町1,都島区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,34
135.5335943,34.70946089,都島北通公園,みやこじまきたどおりこうえん,都島北通公園（みやこじまきたどおりこうえん）,都島区都島北通2-4,都島区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,2937
135.5329502,34.71016906,都島北通二丁目西児童遊園,みやこじまきたどおりにちょうめにしじどうゆうえん,都島北通二丁目西児童遊園（みやこじまきたどおりにちょうめにしじどうゆうえん）,都島区都島北通2-11,都島区,詳細情報なし,公園・スポーツ,児童遊園・広場,公園・スポーツ/児童遊園・広場,157,3087
135.5302667,34.711444,榎並川第2児童遊園,えなみがわだいにじどうゆうえん,榎並川第2児童遊園（えなみがわだいにじどうゆうえん）,都島区都島北通1-20,都島区,詳細情報なし,公園・スポーツ,児童遊園・広場,公園・スポーツ/児童遊園・広場,157,3073
135.53115,34.71098283,榎並川第3児童遊園,えなみがわだいさんじどうゆうえん,榎並川第3児童遊園（えなみがわだいさんじどうゆうえん）,都島区都島北通2-13･15,都島区,詳細情報なし,公園・スポーツ,児童遊園・広場,公園・スポーツ/児童遊園・広場,157,3074
135.5340363,34.70968611,都島北通二丁目東児童遊園,みやこじまきたどおりにちょうめひがしじどうゆうえん,都島北通二丁目東児童遊園（みやこじまきたどおりにちょうめひがしじどうゆうえん）,都島区都島北通2-9,都島区,詳細情報なし,公園・スポーツ,児童遊園・広場,公園・スポーツ/児童遊園・広場,157,3088
135.5395831,34.71295003,高殿南三公園,たかどのみなみさんこうえん,高殿南三公園（たかどのみなみさんこうえん）,旭区高殿3丁目,旭区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,2766
135.5329078,34.71546914,高倉中央公園,たかくらちゅうおうこうえん,高倉中央公園（たかくらちゅうおうこうえん）,都島区御幸町2-4,都島区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,2926
135.5339028,34.71399711,御幸南児童遊園,みゆきみなみじどうゆうえん,御幸南児童遊園（みゆきみなみじどうゆうえん）,都島区御幸町1-7,都島区,詳細情報なし,公園・スポーツ,児童遊園・広場,公園・スポーツ/児童遊園・広場,157,2924
135.5363081,34.71317194,内代公園,うちんだいこうえん,内代公園（うちんだいこうえん）,都島区内代町3-3,都島区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,2941
135.5370418,34.71649183,高殿南公園,たかどのみなみこうえん,高殿南公園（たかどのみなみこうえん）,旭区高殿2丁目,旭区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,2764
135.5415888,34.71511397,高殿南四公園,たかどのみなみよんこうえん,高殿南四公園（たかどのみなみよんこうえん）,旭区高殿4丁目,旭区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,2767
135.5480574,34.68902628,鴫野東公園,しぎのひがしこうえん,鴫野東公園（しぎのひがしこうえん）,城東区鴫野東3-23,城東区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,752
135.5443801,34.68808267,中浜せせらぎの里,なかはませせらぎのさと,中浜せせらぎの里（なかはませせらぎのさと）,城東区中浜1-17-10,城東区,せせらぎのほか、水の音を楽しむ水琴窟（すいきんくつ）や芝生広場があり、また、明治時代のレンガ積みの下水道管を展示しています。せせらぎの里周辺の約300本の桜並木は毎年春に見事な桜のトンネルうを作り、夜桜とともに皆様に観賞いて頂いています。,公園・スポーツ,公園,公園・スポーツ/公園,154,5186
135.5517164,34.68773586,天王田公園,てんのうでんこうえん,天王田公園（てんのうでんこうえん）,城東区東中浜7-1,城東区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,751
135.5530848,34.68997025,天王田楠根公園,てんのうでんくすねこうえん,天王田楠根公園（てんのうでんくすねこうえん）,城東区天王田4,城東区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,753
135.5487513,34.69405886,布屋公園,ぬのやこうえん,布屋公園（ぬのやこうえん）,城東区新喜多東1-5,城東区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,750
135.544525,34.69120597,鴫野西5丁目なかよし児童遊園,しぎのにし5ちょうめなかよしじどうゆうえん,鴫野西5丁目なかよし児童遊園（しぎのにし5ちょうめなかよしじどうゆうえん）,城東区鴫野西5-13,城東区,詳細情報なし,公園・スポーツ,児童遊園・広場,公園・スポーツ/児童遊園・広場,157,4434
135.5510845,34.69262819,新喜多東公園,しぎたひがしこうえん,新喜多東公園（しぎたひがしこうえん）,城東区新喜多東2-6,城東区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,762
135.5565916,34.68868944,専永公園,せんえいこうえん,専永公園（せんえいこうえん）,城東区永田1-4,城東区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,745
135.5592778,34.68958617,放出小公園,はなてんしょうこうえん,放出小公園（はなてんしょうこうえん）,鶴見区放出東3(高架下),鶴見区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,4187
135.566319,34.69072808,榎本南公園,えのもとみなみこうえん,榎本南公園（えのもとみなみこうえん）,鶴見区今津中1-9,鶴見区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,4183
135.5645781,34.68890292,阿遅速雄神社境内児童遊園,あちはやおじんじゃけいだいじどうゆうえん,阿遅速雄神社境内児童遊園（あちはやおじんじゃけいだいじどうゆうえん）,鶴見区放出東3-31-4,鶴見区,詳細情報なし,公園・スポーツ,児童遊園・広場,公園・スポーツ/児童遊園・広場,157,4200
135.5577854,34.69271092,西放出公園,にしはなてんこうえん,西放出公園（にしはなてんこうえん）,城東区放出西2-15,城東区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,761
135.55841,34.69142906,放出西三公園,はなてんにしさんこうえん,放出西三公園（はなてんにしさんこうえん）,城東区放出西3-20,城東区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,763
135.5607189,34.692575,放出公園,はなてんこうえん,放出公園（はなてんこうえん）,鶴見区放出東2-2,鶴見区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,4186
135.5670723,34.69434986,榎本公園,えのもとこうえん,榎本公園（えのもとこうえん）,鶴見区今津北1-6,鶴見区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,4181
135.5447972,34.69559403,鴫野北公園,しぎのきたこうえん,鴫野北公園（しぎのきたこうえん）,城東区鴫野東1-5,城東区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,754
135.5489359,34.69517339,新喜多東中央公園,しぎたひがしちゅうおうこうえん,新喜多東中央公園（しぎたひがしちゅうおうこうえん）,城東区新喜多東1-8,城東区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,764
135.5465462,34.69627278,新喜多東ちびっこ広場,しぎたひがしちびっこひろば,新喜多東ちびっこ広場（しぎたひがしちびっこひろば）,城東区新喜多東1-1,城東区,詳細情報なし,公園・スポーツ,児童遊園・広場,公園・スポーツ/児童遊園・広場,157,4436
135.5527688,34.69807711,今福南中央公園,いまふくみなみちゅうおうこうえん,今福南中央公園（いまふくみなみちゅうおうこうえん）,城東区今福南2-17,城東区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,4425
135.5496252,34.69824992,今福南１-１町団児童遊園,いまふくみなみ1-1ちょうだんじどうゆうえん,今福南１-１町団児童遊園（いまふくみなみ1-1ちょうだんじどうゆうえん）,城東区今福南2-23,城東区,詳細情報なし,公園・スポーツ,児童遊園・広場,公園・スポーツ/児童遊園・広場,157,4435
135.5492304,34.69873,西今福公園,にしいまふくこうえん,西今福公園（にしいまふくこうえん）,城東区今福西1-15,城東区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,733
135.5465698,34.70109519,蒲生児童遊園,がもうじどうゆうえん,蒲生児童遊園（がもうじどうゆうえん）,城東区今福西3-1,城東区,詳細情報なし,公園・スポーツ,児童遊園・広場,公園・スポーツ/児童遊園・広場,157,4429
135.551519,34.69904131,中今福公園,なかいまふくこうえん,中今福公園（なかいまふくこうえん）,城東区今福西2-8,城東区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,732
135.5561139,34.69925583,南今福北公園,みなみいまふくきたこうえん,南今福北公園（みなみいまふくきたこうえん）,城東区今福南4-13,城東区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,747
135.5563086,34.70071706,鯰江東公園,なまずえひがしこうえん,鯰江東公園（なまずえひがしこうえん）,城東区今福東1-4,城東区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,4426
135.5570241,34.69805458,南今福公園,みなみいまふくこうえん,南今福公園（みなみいまふくこうえん）,城東区今福南4-4,城東区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,746
135.564956,34.69809408,鶴見中央公園,つるみちゅうおうこうえん,鶴見中央公園（つるみちゅうおうこうえん）,鶴見区鶴見1-6,鶴見区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,4042
135.565369,34.69672922,鶴見1公園,つるみ１こうえん,鶴見1公園（つるみ１こうえん）,鶴見区鶴見1-6,鶴見区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,4193
135.5635419,34.69546883,放出北児童遊園,はなてんきたじどうゆうえん,放出北児童遊園（はなてんきたじどうゆうえん）,鶴見区放出東1-19,鶴見区,詳細情報なし,公園・スポーツ,児童遊園・広場,公園・スポーツ/児童遊園・広場,157,4202
135.5627192,34.69999992,鶴見南公園,つるみみなみこうえん,鶴見南公園（つるみみなみこうえん）,鶴見区鶴見2-5,鶴見区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,4194
135.5633168,34.70094417,つるみ児童遊園,つるみじどうゆうえん,つるみ児童遊園（つるみじどうゆうえん）,鶴見区鶴見3-10,鶴見区,詳細情報なし,公園・スポーツ,児童遊園・広場,公園・スポーツ/児童遊園・広場,157,4201
135.5754421,34.689694,今津南公園,いまづみなみこうえん,今津南公園（いまづみなみこうえん）,鶴見区今津南3-3,鶴見区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,4185
135.5702031,34.69157197,今津運動場,いまづうんどうじょう,今津運動場（いまづうんどうじょう）,鶴見区今津中2-3（今津公園内）,鶴見区,詳細情報なし,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,4113
135.5705251,34.69135,今津公園,いまづこうえん,今津公園（いまづこうえん）,鶴見区今津中2-3,鶴見区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,4184
135.579308,34.69540014,今津東公園,いまづひがしこうえん,今津東公園（いまづひがしこうえん）,鶴見区今津北4-4,鶴見区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,4182
135.5701,34.69863583,横堤南公園,よこづつみみなみこうえん,横堤南公園（よこづつみみなみこうえん）,鶴見区横堤2-3,鶴見区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,4189
135.5729028,34.69921117,横堤中公園,よこづつみなかこうえん,横堤中公園（よこづつみなかこうえん）,鶴見区横堤3-1,鶴見区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,4190
135.573272,34.69988103,横堤東公園,よこづつみひがしこうえん,横堤東公園（よこづつみひがしこうえん）,鶴見区横堤3-5,鶴見区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,4191
135.5781943,34.70149989,諸口中公園,もろぐちなかこうえん,諸口中公園（もろぐちなかこうえん）,鶴見区諸口1-14,鶴見区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,4006
135.5827642,34.70134703,諸口東公園,もろぐちひがしこうえん,諸口東公園（もろぐちひがしこうえん）,鶴見区諸口2-14,鶴見区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,4188
135.5851082,34.69955792,中徳公園,なかとくこうえん,中徳公園（なかとくこうえん）,鶴見区中茶屋1-1,鶴見区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,4176
135.5446112,34.70417814,蒲生野球場,がもうやきゅうじょう,蒲生野球場（がもうやきゅうじょう）,城東区＜蒲生公園内＞,城東区,詳細情報なし,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,722
135.5449717,34.70388275,蒲生公園,がもうこうえん,蒲生公園（がもうこうえん）,城東区中央3-8,城東区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,726
135.5486779,34.70475675,鯰江北公園,なまずえきたこうえん,鯰江北公園（なまずえきたこうえん）,城東区今福西5-13,城東区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,731
135.5435009,34.70230378,城東区老人福祉センター,じょうとうくろうじんふくしせんたー,城東区老人福祉センター（じょうとうくろうじんふくしせんたー）,城東区中央２−１１−２３,城東区,詳細情報なし,公園・スポーツ,児童遊園・広場,公園・スポーツ/児童遊園・広場,142,19482
135.5516551,34.70393811,鯰江運動場,なまずえうんどうじょう,鯰江運動場（なまずえうんどうじょう）,城東区＜鯰江公園内＞,城東区,詳細情報なし,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,5063
135.551866,34.70393811,鯰江公園,なまずえこうえん,鯰江公園（なまずえこうえん）,城東区今福西6-5,城東区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,730
135.5517191,34.70284697,鯰江南公園,なまずえみなみこうえん,鯰江南公園（なまずえみなみこうえん）,城東区今福西6-7,城東区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,734
135.5477192,34.70862789,西関目公園,にしせきめこうえん,西関目公園（にしせきめこうえん）,城東区関目1-7,城東区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,724
135.5531731,34.70654761,城東トレーニングルーム,じょうとうとれーにんぐるーむ,城東トレーニングルーム（じょうとうとれーにんぐるーむ）,城東区関目2-17-45,城東区,詳細情報なし,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,5077
135.5531528,34.70668275,城東屋内プール,じょうとうおくないぷーる,城東屋内プール（じょうとうおくないぷーる）,城東区関目2-17-45,城東区,詳細情報なし,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,5078
135.5505253,34.70718308,南関目公園,みなみせきめこうえん,南関目公園（みなみせきめこうえん）,城東区関目2-4,城東区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,725
135.5584909,34.70279194,東今福公園,ひがしいまふくこうえん,東今福公園（ひがしいまふくこうえん）,城東区今福東2-11,城東区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,758
135.5617491,34.70447944,鶴見北中央公園,つるみきたちゅうおうこうえん,鶴見北中央公園（つるみきたちゅうおうこうえん）,鶴見区鶴見4-7,鶴見区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,4195
135.564824,34.70448203,鶴見北公園,つるみきたこうえん,鶴見北公園（つるみきたこうえん）,鶴見区鶴見4-14,鶴見区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,4196
135.5437657,34.70942914,成育公園,せいいくこうえん,成育公園（せいいくこうえん）,城東区成育3-18,城東区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,740
135.5503858,34.71029386,関目中央公園,せきめちゅうおうこうえん,関目中央公園（せきめちゅうおうこうえん）,城東区関目4-3,城東区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,723
135.5473109,34.71359394,関目駅前小公園,せきめえきまえしょうこうえん,関目駅前小公園（せきめえきまえしょうこうえん）,城東区関目5-9,城東区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,739
135.5509248,34.71318153,北関目公園,きたせきめこうえん,北関目公園（きたせきめこうえん）,城東区関目6-3,城東区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,738
135.5500031,34.71611894,新森南公園,しんもりみなみこうえん,新森南公園（しんもりみなみこうえん）,旭区新森1丁目,旭区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,2746
135.5581203,34.70987664,古市中公園,ふるいちなかこうえん,古市中公園（ふるいちなかこうえん）,城東区古市2-6,城東区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,755
135.5614971,34.70971086,緑第二公園,みどりだい２こうえん,緑第二公園（みどりだい２こうえん）,鶴見区緑1-3,鶴見区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,4197
135.5589463,34.71300025,古市西北公園,ふるいちにしきたこうえん,古市西北公園（ふるいちにしきたこうえん）,城東区古市3-19,城東区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,756
135.5669968,34.71216914,鶴見緑地第２運動場,つるみりょくちだい２うんどうじょう,鶴見緑地第２運動場（つるみりょくちだい２うんどうじょう）,鶴見区緑3-16,鶴見区,詳細情報なし,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,4171
135.5690779,34.71123908,鶴見緑地キャンプ場,つるみりょくちきゃんぷじょう,鶴見緑地キャンプ場（つるみりょくちきゃんぷじょう）,鶴見区（花博記念公園鶴見緑地内）,鶴見区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,143,4167
135.5566482,34.71477911,古市北公園,ふるいちきたこうえん,古市北公園（ふるいちきたこうえん）,城東区古市3-14,城東区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,757
135.5615611,34.71428103,緑第一公園,みどりだい1こうえん,緑第一公園（みどりだい1こうえん）,鶴見区緑1-17,鶴見区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,4198
135.5632778,34.71361389,緑児童遊園,みどりじどうゆうえん,緑児童遊園（みどりじどうゆうえん）,鶴見区緑3-3-3,鶴見区,詳細情報なし,公園・スポーツ,児童遊園・広場,公園・スポーツ/児童遊園・広場,157,4199
135.5717062,34.70371878,横堤北公園,よこづつみきたこうえん,横堤北公園（よこづつみきたこうえん）,鶴見区横堤5-1,鶴見区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,4192
135.575083,34.70795811,シティゴルフつるみ,してぃごるふつるみ,シティゴルフつるみ（してぃごるふつるみ）,鶴見区諸口6-16-20,鶴見区,詳細情報なし,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,4117
135.5797277,34.70692792,鶴見緑地テニス場,つるみりょくちてにすじょう,鶴見緑地テニス場（つるみりょくちてにすじょう）,鶴見区浜 1-2-6,鶴見区,詳細情報なし,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,4112
135.5811001,34.70768303,鶴見緑地運動場,つるみりょくちうんどうじょう,鶴見緑地運動場（つるみりょくちうんどうじょう）,鶴見区浜 1-1-37,鶴見区,詳細情報なし,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,4115
135.5813083,34.70615583,鶴見緑地球技場,つるみりょくちきゅうぎじょう,鶴見緑地球技場（つるみりょくちきゅうぎじょう）,鶴見区浜 1-1-37,鶴見区,詳細情報なし,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,4116
135.5810173,34.70928883,鶴見緑地プール,つるみりょくちぷーる,鶴見緑地プール（つるみりょくちぷーる）,鶴見区緑地公園1-37,鶴見区,詳細情報なし,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,4114
135.5890691,34.70675808,安田公園,やすだこうえん,安田公園（やすだこうえん）,鶴見区安田4-2,鶴見区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,4175
135.5946941,34.70789717,茨田大宮南公園,まったおおみやみなみこうえん,茨田大宮南公園（まったおおみやみなみこうえん）,鶴見区茨田大宮3-7,鶴見区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,4173
135.5749219,34.71030606,鶴見緑地展望塔,つるみりょくちてんぼうとう,鶴見緑地展望塔（つるみりょくちてんぼうとう）,鶴見区（花博記念公園鶴見緑地内）,鶴見区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,143,4168
135.5702779,34.71048106,鶴見緑地バーベキュー場,つるみりょくちばーべきゅーじょう,鶴見緑地バーベキュー場（つるみりょくちばーべきゅーじょう）,鶴見区（花博記念公園鶴見緑地内）,大阪市以外,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,143,4110
135.5771938,34.71065792,鶴見スポーツセンター,つるみすぽーつせんたー,鶴見スポーツセンター（つるみすぽーつせんたー）,鶴見区（花博記念公園鶴見緑地内）,鶴見区,詳細情報なし,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,4111
135.5790937,34.71248261,自然体験観察園,しぜんたいけんかんさつえん,自然体験観察園（しぜんたいけんかんさつえん）,鶴見区（花博記念公園鶴見緑地内）,鶴見区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,4169
135.5743277,34.71641394,鶴見緑地パークゴルフ場,つるみりょくちぱーくごるふじょう,鶴見緑地パークゴルフ場（つるみりょくちぱーくごるふじょう）,鶴見区（花博記念公園鶴見緑地内）,大阪市以外,詳細情報なし,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,29
135.5769203,34.71522547,むらさき亭,むらさきてい,むらさき亭（むらさきてい）,鶴見区（花博記念公園鶴見緑地内）,鶴見区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,143,4170
135.584425,34.71211414,浜北公園,はまきたこうえん,浜北公園（はまきたこうえん）,鶴見区浜4-16,鶴見区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,4177
135.5939691,34.71145803,茨田大宮西公園,まったおおみやにしこうえん,茨田大宮西公園（まったおおみやにしこうえん）,鶴見区茨田大宮2-7,鶴見区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,4172
135.5852113,34.71471411,焼野南公園,やけのみなみこうえん,焼野南公園（やけのみなみこうえん）,鶴見区焼野2-南5,鶴見区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,4180
135.5837809,34.715519,焼野南さくら公園,やけのみなみさくらこうえん,焼野南さくら公園（やけのみなみさくらこうえん）,鶴見区焼野1-南10,鶴見区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,4178
135.5859113,34.71676911,焼野公園,やけのこうえん,焼野公園（やけのこうえん）,鶴見区焼野2-7,鶴見区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,4179
135.4483585,34.71881553,東佃公園,ひがしつくだこうえん,東佃公園（ひがしつくだこうえん）,西淀川区佃1丁目18番,西淀川区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,19352
135.4524986,34.71743697,西淀川中央コミュニティー広場,にしよどがわちゅうおうこみゅにてぃーひろば,西淀川中央コミュニティー広場（にしよどがわちゅうおうこみゅにてぃーひろば）,西淀川区御幣島4丁目19番,西淀川区,詳細情報なし,公園・スポーツ,児童遊園・広場,公園・スポーツ/児童遊園・広場,154,19342
135.4553021,34.71687283,御幣島公園,みてじまこうえん,御幣島公園（みてじまこうえん）,西淀川区御幣島4丁目9番,西淀川区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,19344
135.4579296,34.71740928,御幣島東公園,みてじまひがしこうえん,御幣島東公園（みてじまひがしこうえん）,西淀川区御幣島3丁目7番,西淀川区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,19345
135.4609406,34.71696919,市営住宅御幣島東2号館,しえいじゅうたくみてじまひがしにごうかん,市営住宅御幣島東2号館（しえいじゅうたくみてじまひがしにごうかん）,西淀川区御幣島3−10,西淀川区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,145,19380
135.4578151,34.71977247,歌島公園,うたじまこうえん,歌島公園（うたじまこうえん）,西淀川区御幣島5丁目7番,西淀川区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,19343
135.4521544,34.72273439,竹島南公園,たけしまみなみこうえん,竹島南公園（たけしまみなみこうえん）,西淀川区竹島2丁目4番,西淀川区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,19348
135.4531939,34.72668514,竹島公園,たけしまこうえん,竹島公園（たけしまこうえん）,西淀川区竹島3丁目7番,西淀川区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,19346
135.4488921,34.72698747,竹島西公園,たけしまにしこうえん,竹島西公園（たけしまにしこうえん）,西淀川区竹島5丁目5番,西淀川区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,19347
135.4606219,34.72613106,加島中住宅前公園,かしまなかじゅうたくまえこうえん,加島中住宅前公園（かしまなかじゅうたくまえこうえん）,淀川区加島1-50,淀川区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,2810
135.4591969,34.724839,加島南公園,かしまみなみこうえん,加島南公園（かしまみなみこうえん）,淀川区加島1-51,淀川区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,2811
135.4591309,34.72678889,新加島公園,しんかしまこうえん,新加島公園（しんかしまこうえん）,淀川区加島1-41,淀川区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,2809
135.4547691,34.73007797,加島中公園,かしまなかこうえん,加島中公園（かしまなかこうえん）,淀川区加島3-9,淀川区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,2814
135.4597467,34.72863906,加島中央公園,かしまちゅうおうこうえん,加島中央公園（かしまちゅうおうこうえん）,淀川区加島1-58,淀川区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,2812
135.4584693,34.73073908,加島今之町公園,かしまいまのまちこうえん,加島今之町公園（かしまいまのまちこうえん）,淀川区加島2-7,淀川区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,2813
135.4664362,34.71940586,田川西公園,たがわにしこうえん,田川西公園（たがわにしこうえん）,淀川区田川3-6,淀川区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,2805
135.462858,34.72017489,田川公園,たがわこうえん,田川公園（たがわこうえん）,淀川区田川3-11,淀川区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,2806
135.473881,34.72104208,田川中公園,たがわなかこうえん,田川中公園（たがわなかこうえん）,淀川区田川2-2,淀川区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,2804
135.4715533,34.72297211,田川北公園,たがわきたこうえん,田川北公園（たがわきたこうえん）,淀川区田川北2-5,淀川区,詳細情報なし,公園・スポーツ,公園,公園・スポーツ/公園,154,2797
135.476419,34.71707517,十三野球場,じゅうそうやきゅうじょう,十三野球場（じゅうそうやきゅうじょう）,淀川区十三元今里1-1,淀川区,詳細情報なし,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,2460
